run_accession,sample_accession,experiment_accession,study_accession,tax_id,scientific_name,walker_taxon,strain,comid,library_name,fastq_ftp,bucket_id
SRR32024553,SAMN46230608,SRX27375002,PRJNA1169681,1783,Mycobacterium scrofulaceum,Mycobacterium scrofulaceum,NCTC_10803,C00018294,a0aef824-ef9f-47b4-8da8-60692a93451a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/053/SRR32024553/SRR32024553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/053/SRR32024553/SRR32024553_2.fastq.gz,ae8ec2c7-9158-4b43-bc25-11cc3601cdf5
SRR32024542,SAMN46230618,SRX27375013,PRJNA1169681,3393513,Mycobacterium neolactis,Mycobacterium neolactis,NCTC_11058,C00016648,d3e643bf-8dae-4345-a719-3bab1e3137e5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/042/SRR32024542/SRR32024542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/042/SRR32024542/SRR32024542_2.fastq.gz,c3343ef6-dc8f-484d-ad09-b63b1fb493ae
SRR32024556,SAMN46230606,SRX27374999,PRJNA1169681,1767,Mycobacterium intracellulare,Mycobacterium intracellulare,NCTC_10682,C00016646,87ef93ec-060f-4a48-a8cd-2ba7dbb46cb0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/056/SRR32024556/SRR32024556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/056/SRR32024556/SRR32024556_2.fastq.gz,f33623c6-cb7b-49aa-96b8-8a4edf14968b
SRR32024566,SAMN46230543,SRX27374989,PRJNA1169681,368477,Mycobacterium yunnanensis,Mycobacterium yunnanensis,DSM_44838,C00018214,6434f284-6cd4-4627-8faf-b81d7a65a4a5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/066/SRR32024566/SRR32024566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/066/SRR32024566/SRR32024566_2.fastq.gz,5510279d-fce6-42c2-a728-68855719c2a2
SRR32024545,SAMN46230616,SRX27375010,PRJNA1169681,3393512,Mycobacterium hafniae,Mycobacterium hafniae,NCTC_11056,C00016633,58f4a20d-aff0-477e-963e-24f8d5964e3c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/045/SRR32024545/SRR32024545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/045/SRR32024545/SRR32024545_2.fastq.gz,f294c92c-43f4-4927-ad0a-9cc1c48f7e69
SRR32024568,SAMN46230595,SRX27374987,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_10395,C00016664,ebdf7096-03ed-4c18-893b-abc61b4163fb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/068/SRR32024568/SRR32024568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/068/SRR32024568/SRR32024568_2.fastq.gz,648a6859-b0ad-4f0b-9e13-5fbc2b25a29b
SRR32024546,SAMN46230615,SRX27375009,PRJNA1169681,3393512,Mycobacterium hafniae,Mycobacterium hafniae,NCTC_11055,C00016629,b19a0f2a-66be-460e-9254-6aab28fe256f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/046/SRR32024546/SRR32024546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/046/SRR32024546/SRR32024546_2.fastq.gz,6c759738-992d-4a7d-ab0a-20459674eb76
SRR32024572,SAMN46230591,SRX27374983,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_10265,C00018353,cfef8d1f-c01d-429f-9157-b0952b88f0a1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/072/SRR32024572/SRR32024572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/072/SRR32024572/SRR32024572_2.fastq.gz,8ee469fe-767d-4ff1-a4a0-bb1922446266
SRR32024573,SAMN46230590,SRX27374982,PRJNA1169681,1809,Mycobacterium ulcerans,Mycobacterium ulcerans,NCTC_10013,C00018352,d07e43d4-4c88-41e2-8bf8-aabb53c0b1bd,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/073/SRR32024573/SRR32024573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/073/SRR32024573/SRR32024573_2.fastq.gz,626bd47c-33ad-46c2-b2da-81404873a188
SRR32024574,SAMN46230589,SRX27374981,PRJNA1169681,1781,Mycobacterium marinum,Mycobacterium marinum,NCTC_10011,C00016651,62b2f5a8-dfb0-459a-8ac7-321c0daab753,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/074/SRR32024574/SRR32024574_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/074/SRR32024574/SRR32024574_2.fastq.gz,e76b16b7-95e9-48b3-9f1d-56593275ad04
SRR32024582,SAMN46230582,SRX27374973,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_08159,C00018350,3029af19-7932-4c64-b006-e0b970681165,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/082/SRR32024582/SRR32024582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/082/SRR32024582/SRR32024582_2.fastq.gz,ff94c6e2-2219-4884-b108-8a5ec89f18b4
SRR32024584,SAMN46230580,SRX27374971,PRJNA1169681,1771,Mycolicibacterium phlei,Mycobacterium phlei,NCTC_08157,C00018348,d1479e66-9509-4803-bc60-026cc713de9e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/084/SRR32024584/SRR32024584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/084/SRR32024584/SRR32024584_2.fastq.gz,4506f515-2aa0-4312-af81-0cce44157eec
SRR32024554,SAMN46230607,SRX27375001,PRJNA1169681,1807,Mycolicibacterium obuense,Mycobacterium obuense,NCTC_10778,C00016625,7b3c1b95-d66d-4f89-9ba5-f916803608dc,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/054/SRR32024554/SRR32024554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/054/SRR32024554/SRR32024554_2.fastq.gz,a815fa0d-ff05-40b6-b136-7c2c4d30f2f3
SRR32024585,SAMN46230579,SRX27374970,PRJNA1169681,1771,Mycolicibacterium phlei,Mycobacterium phlei,NCTC_08156,C00018347,1a17a6c4-a091-4c54-8a89-bc64b2dc81eb,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/085/SRR32024585/SRR32024585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/085/SRR32024585/SRR32024585_2.fastq.gz,0e30d8fe-60de-4e4e-a051-09af2d236b67
SRR32024586,SAMN46230578,SRX27374969,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_08153,C00018346,b01d8b91-8a3c-473d-96b1-5e15c6dda714,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/086/SRR32024586/SRR32024586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/086/SRR32024586/SRR32024586_2.fastq.gz,fa543cc2-7b99-4bc5-98ed-616da716318b
SRR32024589,SAMN46230576,SRX27374966,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_07017,C00018344,a9500d85-1066-453f-afd9-196314a7df4b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/089/SRR32024589/SRR32024589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/089/SRR32024589/SRR32024589_2.fastq.gz,28604676-45d0-4799-95c0-de21c1ffa0d4
SRR32024592,SAMN46230573,SRX27374963,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_03820,C00018287,e3fcc3e3-94b5-442b-a79e-2d866ffd7fc9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/092/SRR32024592/SRR32024592_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/092/SRR32024592/SRR32024592_2.fastq.gz,8502afa4-1f1b-4a62-91d9-5c413b493e47
SRR32024594,SAMN46230571,SRX27374961,PRJNA1169681,1781,Mycobacterium marinum,Mycobacterium marinum,NCTC_02275,C00016652,f4fb38d3-7559-494a-96ed-c2c428c90ff2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/094/SRR32024594/SRR32024594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/094/SRR32024594/SRR32024594_2.fastq.gz,b40c8bde-153f-46a1-a4f0-10deee04fb9c
SRR32024595,SAMN46230570,SRX27374960,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_00334,C00018285,e4888614-f0d4-4862-be3f-bff9431d0bb6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/095/SRR32024595/SRR32024595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/095/SRR32024595/SRR32024595_2.fastq.gz,1c458262-5666-4c00-88b1-ef0dd8f986e2
SRR32024600,SAMN46230566,SRX27374955,PRJNA1169681,405840,Mycobacterium runyonii str. 380,Mycobacterium runyonii,JCM_6390,C00018280,34e77c15-2564-433d-bb49-6bec43f771d4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR32024600/SRR32024600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR32024600/SRR32024600_2.fastq.gz,e6e2b99c-bcd6-42e5-b051-2506207da650
SRR32024602,SAMN46230564,SRX27374953,PRJNA1169681,39687,Mycolicibacterium austroafricanum,Mycobacterium austroafricanum,JCM_6369,C00018336,6188521e-3a28-4a9b-8154-610deb00265d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR32024602/SRR32024602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR32024602/SRR32024602_2.fastq.gz,b5dccc08-4e18-4ae2-9071-63f190e16bc3
SRR32024555,SAMN46230544,SRX27375000,PRJNA1169681,470075,Mycobacterium aemonae,Mycobacterium aemonae,DSM_45058,C00018218,91d71af4-4ba7-4b7a-ab85-a275ed8d4750,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/055/SRR32024555/SRR32024555_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/055/SRR32024555/SRR32024555_2.fastq.gz,7737fc85-7b7e-4f8e-b213-5f4c0b9e50df
SRR32024604,SAMN46230562,SRX27374951,PRJNA1169681,701043,Mycobacterium timonense,Mycobacterium timonense,JCM_17325,C00018333,2e6df4f0-f794-494f-b959-7fe9381b72f7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR32024604/SRR32024604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR32024604/SRR32024604_2.fastq.gz,1f41c82d-a594-4000-9d52-3adb0b2f2741
SRR32024606,SAMN46230560,SRX27374949,PRJNA1169681,386911,Mycobacterium seoulense,Mycobacterium seoulense,JCM_16018,C00018328,7399f0c1-421b-4ef9-a0b8-8f3a36ee7e6b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR32024606/SRR32024606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR32024606/SRR32024606_2.fastq.gz,aa74d7b2-df26-4b72-95f7-9b7135daadad
SRR32024558,SAMN46230604,SRX27374997,PRJNA1169681,1782,Mycolicibacter nonchromogenicus,Mycobacterium nonchromogenicum,NCTC_10497,C00016643,cf6f977e-6ee9-471a-9933-382584b8674c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/058/SRR32024558/SRR32024558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/058/SRR32024558/SRR32024558_2.fastq.gz,c9688bed-ffb2-433d-81f0-c8a6badc9ead
SRR32024607,SAMN46230559,SRX27374948,PRJNA1169681,386913,Mycolicibacter senuensis,Mycobacterium senuense,JCM_16017,C00018327,22221b33-9115-47f0-aff5-d7a4ffea57ee,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR32024607/SRR32024607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR32024607/SRR32024607_2.fastq.gz,74149811-2416-420e-b83f-704177ba107b
SRR32024611,SAMN46230556,SRX27374944,PRJNA1169681,451644,Mycolicibacterium conceptionense,Mycobacterium conceptionense,JCM_15299,C00018324,d3e7289c-3c4a-4191-8066-fb4ba723c6af,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/011/SRR32024611/SRR32024611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/011/SRR32024611/SRR32024611_2.fastq.gz,4edf99fb-ecd0-481f-8c5e-e30021fd5735
SRR32024612,SAMN46230555,SRX27374943,PRJNA1169681,319705,Mycobacteroides abscessus subsp. bolletii,Mycobacterium abscessus subsp. bolletii,JCM_15297,C00018255,c4276837-43cb-42df-ae40-b34677d95784,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/012/SRR32024612/SRR32024612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/012/SRR32024612/SRR32024612_2.fastq.gz,fe08e5fd-a5aa-4b64-8240-82b12631433d
SRR32024613,SAMN46230554,SRX27374942,PRJNA1169681,487514,Mycobacterium kyorinense,Mycobacterium kyorinense,JCM_15038,C00018254,4c7ad924-e300-4a13-b3f7-0a178716d1c0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/013/SRR32024613/SRR32024613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/013/SRR32024613/SRR32024613_2.fastq.gz,627e3534-515c-4c7b-b593-3f8161619e35
SRR32024614,SAMN46230553,SRX27374941,PRJNA1169681,258505,Mycolicibacterium fluoranthenivorans,Mycobacterium fluoranthenivorans,JCM_14741,C00018252,19413aff-7992-423f-9c23-d85afd9b425e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/014/SRR32024614/SRR32024614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/014/SRR32024614/SRR32024614_2.fastq.gz,c03b349e-aa3a-40fc-a309-a94b87c38172
SRR32024615,SAMN46230552,SRX27374940,PRJNA1169681,182220,Mycolicibacterium murale,Mycobacterium murale,JCM_13392,C00018242,3dee9d79-5301-4fbd-970f-ba1ecc638707,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/015/SRR32024615/SRR32024615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/015/SRR32024615/SRR32024615_2.fastq.gz,5ab58110-539f-417a-9eac-ef9d00a2067a
SRR32024622,SAMN46230537,SRX27374933,PRJNA1169681,1776,Mycolicibacterium flavescens,Mycobacterium flavescens,DSM_43991,C00018207,576abedf-7db1-424b-aa8c-a8326de2e19c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/022/SRR32024622/SRR32024622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/022/SRR32024622/SRR32024622_2.fastq.gz,9a918509-0d78-4508-b635-3ca94d463a86
SRR32024560,SAMN46230602,SRX27374995,PRJNA1169681,1792,Mycolicibacterium chitae,Mycobacterium chitae,NCTC_10485,C00016609,5ddedbc1-c698-4949-b39a-1e99bde09a14,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/060/SRR32024560/SRR32024560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/060/SRR32024560/SRR32024560_2.fastq.gz,e7a28bec-fed5-45b8-9aeb-d9af27c2e1cf
SRR32024562,SAMN46230600,SRX27374993,PRJNA1169681,1791,Mycolicibacterium aurum,Mycobacterium aurum,NCTC_10440,C00016614,ff65e947-25f3-43ea-a2e0-9b3432f2a08f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/062/SRR32024562/SRR32024562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/062/SRR32024562/SRR32024562_2.fastq.gz,d963c05f-8766-45f8-aed3-373b7183801b
SRR32024567,SAMN46230596,SRX27374988,PRJNA1169681,1809,Mycobacterium ulcerans,Mycobacterium ulcerans,NCTC_10417,C00018292,0df44883-1029-4b59-80c2-a2d179b7b9c2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/067/SRR32024567/SRR32024567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/067/SRR32024567/SRR32024567_2.fastq.gz,7605781c-d80f-43e5-b49d-b83a785f2186
SRR32024569,SAMN46230594,SRX27374986,PRJNA1169681,144549,Mycolicibacterium fortuitum subsp. fortuitum,Mycobacterium fortuitum subsp. fortuitum,NCTC_10394,C00016654,4b29edf7-6afe-42fb-ae45-3e411b0b3681,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/069/SRR32024569/SRR32024569_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/069/SRR32024569/SRR32024569_2.fastq.gz,9a310ace-ca47-432e-97df-b74e00aa78d6
SRR32024570,SAMN46230593,SRX27374985,PRJNA1169681,114977,Mycolicibacterium acapulense,Mycobacterium acapulcensis,NCTC_10270,C00016615,85477594-8605-4591-84ff-f4fa59e16e13,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/070/SRR32024570/SRR32024570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/070/SRR32024570/SRR32024570_2.fastq.gz,f39f4624-d1fb-45d8-9878-8f2c23f34cc1
SRR32024576,SAMN46230587,SRX27374979,PRJNA1169681,1778,Mycobacterium gordonae,Mycobacterium gordonae,NCTC_09822,C00016632,6def3c0c-cdb0-4e54-a98c-bd043f39cf2c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/076/SRR32024576/SRR32024576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/076/SRR32024576/SRR32024576_2.fastq.gz,2dac8b82-722c-48eb-8c06-790c069c8f48
SRR32024583,SAMN46230581,SRX27374972,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_08158,C00018349,4c3894bb-3102-48fd-a552-73725557f310,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/083/SRR32024583/SRR32024583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/083/SRR32024583/SRR32024583_2.fastq.gz,1431d8e1-e50d-455f-a118-cb781b4d98be
SRR32024590,SAMN46230575,SRX27374965,PRJNA1169681,1781,Mycobacterium marinum,Mycobacterium marinum,NCTC_07010,C00016653,b1172e37-8cff-4519-ad00-af67cb9add00,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/090/SRR32024590/SRR32024590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/090/SRR32024590/SRR32024590_2.fastq.gz,ebc5e49b-857f-4533-bd60-cd3cb3527998
SRR32024596,SAMN46230569,SRX27374959,PRJNA1169681,1772,Mycolicibacterium smegmatis,Mycobacterium smegmatis,NCTC_00333,C00018284,9a5b86c5-5de5-4f3d-95bd-3e3748f0676a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/096/SRR32024596/SRR32024596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/096/SRR32024596/SRR32024596_2.fastq.gz,4176428d-71d3-4b3e-be9d-a5047444f84f
SRR32024597,SAMN46230568,SRX27374958,PRJNA1169681,265949,Mycobacterium pseudoshottsii,Mycobacterium pseudoshottsii,NCTC13318,C00021877,325ee392-cfb8-470d-a7ce-69901976deb6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/097/SRR32024597/SRR32024597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/097/SRR32024597/SRR32024597_2.fastq.gz,325ee392-cfb8-470d-a7ce-69901976deb6
SRR32024599,SAMN46230540,SRX27374956,PRJNA1169681,75920,Mycobacterium sp. 'ratisbonense',Mycobacterium ratisbonense,DSM_44364,C00018302,d56d21d3-604e-4143-bdd7-61e4ae31d991,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/099/SRR32024599/SRR32024599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/099/SRR32024599/SRR32024599_2.fastq.gz,d1db7ecc-b77d-4d71-9c1b-6d0f9bd590b5
SRR32024601,SAMN46230565,SRX27374954,PRJNA1169681,1783,Mycobacterium scrofulaceum,Mycobacterium scrofulaceum,JCM_6381,C00018279,f8777534-569d-4e94-86eb-7857bdc0590c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR32024601/SRR32024601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR32024601/SRR32024601_2.fastq.gz,7d14589f-2c88-4a94-a399-0899a6a087e6
SRR32024603,SAMN46230563,SRX27374952,PRJNA1169681,53378,Mycobacterium paraffinicum,Mycobacterium paraffinicum,JCM_17782,C00018273,ebd5a433-fdaf-4538-9920-3ead4413948b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR32024603/SRR32024603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR32024603/SRR32024603_2.fastq.gz,e36629b1-540d-4033-90b5-0979d7a97d41
SRR32024608,SAMN46230558,SRX27374947,PRJNA1169681,187102,Mycolicibacterium pyrenivorans,Mycobacterium pyrenivorans,JCM_15927,C00018264,95f97c7f-6ed6-485c-98a6-56a4717a9b74,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR32024608/SRR32024608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR32024608/SRR32024608_2.fastq.gz,9d38c4c3-aea3-4f8c-b218-af5069d79530
SRR32024609,SAMN46230557,SRX27374946,PRJNA1169681,146017,Mycolicibacterium boenickei,Mycobacterium boenickei,JCM_15653,C00018257,95554ef1-2aeb-4782-a7eb-79ca115c421a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR32024609/SRR32024609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR32024609/SRR32024609_2.fastq.gz,32ab5276-7ff5-4b03-a192-430f71952383
SRR32024610,SAMN46230539,SRX27374945,PRJNA1169681,188917,Mycobacterium petroleophilum,Mycobacterium petroleophilum,DSM_44182,C00018300,ac9db754-76e4-4a37-af5c-a64f03238d3b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/010/SRR32024610/SRR32024610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/010/SRR32024610/SRR32024610_2.fastq.gz,324f48b4-ef43-46f5-95ef-98e8b7e33561
SRR32024617,SAMN46230550,SRX27374938,PRJNA1169681,1788,Mycolicibacter terrae,Mycobacterium terrae,JCM_12143,C00018230,d3d18c9d-25ff-4eb8-8178-bb05939f34ed,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/017/SRR32024617/SRR32024617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/017/SRR32024617/SRR32024617_2.fastq.gz,ef6cbdb1-7542-4a20-b304-1384b67ab4fb
SRR32024619,SAMN46230548,SRX27374936,PRJNA1169681,1288388,Mycolicibacter algericus,Mycobacterium algericum,DSM_45454,C00018226,7edab9b2-90d7-4002-9e12-1b16500c82e5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/019/SRR32024619/SRR32024619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/019/SRR32024619/SRR32024619_2.fastq.gz,89bcb512-e9a9-4e03-a3bf-ea7b381c6f73
SRR32024620,SAMN46230547,SRX27374935,PRJNA1169681,659824,Mycolicibacterium hippocampi,Mycobacterium hippocampi,DSM_45391,C00018223,8a0cb25a-6dcb-4144-a5b4-77ca93a2ed1a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/020/SRR32024620/SRR32024620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/020/SRR32024620/SRR32024620_2.fastq.gz,edb0752f-63c8-4307-9d8c-f0e9ffea01e2
